Id,SalePrice
1461,119029.13949495346
1462,153034.7786894351
1463,181011.21425071236
1464,197891.1504982587
1465,200308.08507586422
1466,166881.94247782667
1467,178263.22097340168
1468,160936.13712303957
1469,189803.44728703648
1470,121717.17830809031
1471,178841.89625937646
1472,97025.76700905131
1473,94192.49500861834
1474,142892.00228818637
1475,105541.69323819214
1476,357418.4631395205
1477,247012.2771523279
1478,302227.5311980343
1479,299969.02249546803
1480,468497.90169891657
1481,338099.28937279445
1482,214800.92515188846
1483,180414.2742356793
1484,163967.15690006898
1485,201236.59363333604
1486,192681.52019978192
1487,345843.5750910225
1488,238808.66734541205
1489,189161.57400139447
1490,244872.98028313127
1491,196737.6573338029
1492,92656.91811362906
1493,187964.51008892938
1494,302075.0866065765
1495,290620.4228726101
1496,236332.87248364507
1497,176429.9948619951
1498,181471.37546438596
1499,170629.25653180672
1500,158035.16288608836
1501,172608.38461296778
1502,145678.20884481468
1503,293164.6836342718
1504,242973.7733752264
1505,227552.0049425513
1506,186408.60061097814
1507,236454.89750294582
1508,203467.7571379409
1509,160388.51984876732
1510,145314.9875322315
1511,158183.23167637654
1512,173560.244868102
1513,149655.7541289721
1514,157149.87406474457
1515,186629.4966282078
1516,155545.71121386767
1517,168821.42339685315
1518,130659.86131750273
1519,207668.52718801648
1520,127865.07745641626
1521,129325.7019863687
1522,175455.21149782502
1523,109981.69246983463
1524,123909.526855456
1525,118222.6520033353
1526,109128.1836705242
1527,106946.35197367918
1528,134688.91778906228
1529,154409.5447592621
1530,192777.3252778629
1531,109275.80274562696
1532,98867.41490309728
1533,144591.76794309565
1534,127285.74614181966
1535,143517.15014463835
1536,107545.64039939565
1537,59228.29938932024
1538,152576.80344032665
1539,189750.52962680758
1540,92742.00995211116
1541,139288.1979963614
1542,138202.66505327795
1543,175039.91014338445
1544,89448.72726801112
1545,117430.95794811276
1546,142145.5864133946
1547,133293.49585450697
1548,139476.43749792417
1549,120734.07493845225
1550,138519.76528722345
1551,107092.6483866087
1552,135060.4221035849
1553,142469.36687702258
1554,116284.36570985461
1555,161111.20931706877
1556,87283.18448623149
1557,106603.94802398229
1558,106125.1224921663
1559,68846.05234926366
1560,130832.54899628203
1561,119504.92198408402
1562,131073.07228996497
1563,118688.9038064003
1564,153827.32100476744
1565,153844.49463559227
1566,237642.91108761026
1567,78308.63816477371
1568,246734.45233897318
1569,130742.095105705
1570,139331.48770126083
1571,112673.70832784484
1572,136709.67850527065
1573,222390.00450322294
1574,116850.74404533679
1575,237120.22248655857
1576,247177.46936856717
1577,177462.30795653435
1578,148557.40454780665
1579,149223.8462267125
1580,198382.48557484822
1581,156393.2510913397
1582,127222.80933124639
1583,282259.7765571753
1584,215106.27699502444
1585,135883.71802607388
1586,68956.07649530027
1587,111256.71429046906
1588,150289.43836499055
1589,97036.44465011508
1590,128736.74932814325
1591,91152.22922454121
1592,114129.22929478802
1593,133635.25869181732
1594,120338.16953482304
1595,105944.78557244227
1596,209693.5262920768
1597,201812.343975259
1598,231445.51511639127
1599,172368.55107858765
1600,165944.7895460559
1601,65915.92897683824
1602,115458.46443996491
1603,76152.11290537629
1604,259013.68645258693
1605,240843.89726992825
1606,166533.82277684423
1607,177241.29249167527
1608,221013.35099113284
1609,180666.04998534423
1610,153054.08193347135
1611,135384.43119025973
1612,170740.49201060337
1613,163876.1327298829
1614,126717.25176676575
1615,92066.98020826842
1616,78503.78288171522
1617,93018.34727159541
1618,131186.48670408546
1619,142636.82119355036
1620,149410.10634669333
1621,131786.6578547893
1622,145950.3400595785
1623,259436.82792626877
